18	Balance Restored	18	Yes	Verified		www.balancerestored.com		Corte Madera	11	North Bay	3	Corte Madera	7	21 Tamal Vista, Suite 175 Corte Madera, CA 94925	https://www.yelp.com/biz/balance-restored-corte-madera-3	415-381-8500	Yes	info@balancerestored.com	Acupunture, Herbal Medicine, Functional Medicine	
19	Bay Chinese Medicine	19	No	No Response		http://baychinesemedicine.com/		Tenderloin	66	San Francisco	1	San Francisco	22	4444 Geary BLVD, Suite 304. San Francisco, CA 94118	https://www.yelp.com/biz/bay-chinese-medicine-san-francisco	415-683-5622	Yes		Pediatrics, Fertility, Pregnancy and Post-Partum Care, Woman's Health, Pain Management, Internal Medicine	
20	Berkeley Acupuncture Project	20	No			http://www.berkeleyacuproject.com/		Downtown Berkeley	16	East Bay	4	Berkeley	4	1834 University Avenue, Berkeley, CA	https://www.yelp.com/biz/berkeley-acupuncture-project-berkeley	(510) 845-1100	No	info@bapnap.com		
21	BiaoHealth	21		Verified		http://www.biaohealth.com/		Duboce Triangle	18	San Francisco	1	San Francisco	22	2370 Market street, Castro San Francisco, CA	https://www.yelp.com/biz/biaohealth-acupuncture-san-francisco	(415) 846-0963	Yes	amy@biaohealth.com	Professional Consultation, BiaoHealth Acupuncture, BiaoHealth Facial Services, Clinical Laboratory, Botanicals & Supplements, Sound Therapy, Functional Medicine, Coaching & Mentorship	
22	Blessing Acupuncture	22	No			http://www.blessingacu.com/		Monterey	39	South Bay	2	Monterey	15	555 Webster St, Second Floor, Monterey, CA 93940	https://www.yelp.com/biz/blessing-acupuncture-monterey-2	(831) 333-1434	Yes	info@blessingacu.com		
23	Blue Ova Health	23		No Response		https://www.blueova.com/		Noe Valley	42	San Francisco	1	San Francisco	22	1414 Castro Street, Noe Valley San Francisco, CA	https://www.yelp.com/biz/blue-ova-health-san-francisco	(415) 795-3900	No	INFO@BLUEOVA.COM	Acupuncture, Arvigo Techniques of Maya Abdominal Massage Therapy, Massage Therapy, Lactation Consultant, Doula Services	
24	Blue Path Acupuncture	24	No			http://www.bluepathacupuncture.com/		Presidio Heights	52	San Francisco	1	San Francisco	22	3400 California St #100 San Francisco, CA 94118	https://www.yelp.com/biz/blue-path-acupuncture-san-francisco	415-754-3331	Yes	lisa@bluepathacupuncture.com	Pain Treatments, Stress Treatment, Allergy Treatment	
25	Brannan Street Acupuncture	25		Verified		http://www.brannanstreetacupuncture.com/		South Beach	63	San Francisco	1	San Francisco	22	141 Brannan St, SoMa San Francisco, CA	https://www.yelp.com/biz/dan-abels-lac-brannan-street-acupuncture-san-francisco	415-578-1016	Yes	info@brannanstreetacupuncture.com	Acupuncture Follow up, Initial Consultation And Acupuncture Treatment, Lower Back And Hip Pain, Neck And Shoulder Pain, Sports Injuries, Stress & Anxiety, Women’s Health & Fertility Specialist	
26	Bu Tong Acupuncture	26		Verified		https://www.butongacupuncture.com/		Mission	37	San Francisco	1	San Francisco	22	1364 Valencia St, San Francisco, CA 94110	https://www.yelp.com/biz/bu-tong-acupuncture-san-francisco	415-967-0476	Yes	julie@butongacupuncture.com	Private Sessions, Herbs, Cupping	
27	Castro Valley Acupuncture	27	No			http://www.caryngoldman.com/		Castro Valley	9	East Bay	4	Castro Valley	6	2881 Castro Valley Boulevard, Suite D, World Map Castro Valley, CA	https://www.yelp.com/biz/castro-valley-acupuncture-castro-valley	(510) 727-1238	Yes		Acupuncture, Herbs and supplements, Nutrient therapy and biochemical rebalancing	
28	Chinese Medicine Infertility Center	28	No	No Response		http://www.fertilitychinesemedicine.com/		Inner Sunset	27	San Francisco	1	San Francisco	22	1315 16th Avenue, San Francisco, CA 94122	https://www.yelp.com/biz/lee-jia-ming-phd-san-francisco	415-759-8855	Yes	info@fertilitychinesemedicine.com		
29	Chinese Medicine Works	29		No Response		http://chinesemedicineworks.com/		Noe Valley	42	San Francisco	1	San Francisco	22	1201 Noe St, San Francisco, CA 94114	https://www.yelp.com/biz/chinese-medicine-works-san-francisco	415.285.0931	No	clinic@chinesemedicineworks.com	Acupuncture and Chinese Medicine	
30	Cicuto Acupuncture	30				https://www.cicutoacupuncture.com/		Marina, Cow Hollow	35, 13	San Francisco	1	San Francisco	22	1700 Union St, San Francisco, CA 94123	https://www.yelp.com/biz/cicuto-acupuncture-san-francisco	415.404.6109	Yes			
31	Circle Community Acupuncture	31		No Response		https://www.circleca.com/		SoMa	61	San Francisco	1	San Francisco	22	1351 Harrison St. San Francisco, CA 94103	https://www.yelp.com/biz/circle-community-acupuncture-san-francisco	(415) 864-1070	No	info@circleca.com	Acupuncture, Massage, Qi Gong Class	
32	City Pulse Acupuncture	32	No			http://citypulseacupuncture.com/		Downtown Oakland	17	San Francisco	1	San Francisco	22	513 Valencia St, Mission San Francisco, CA	https://www.yelp.com/biz/city-pulse-acupuncture-oakland	(415) 518-3503	Yes		Acupunture, Herbs, Massage	
33	Clear Pathways	33	No			http://clearpathwayshealth.com/		The Haight	67	San Francisco	1	San Francisco	22	638 Stanyan St, San Francisco, CA 94117	https://www.yelp.com/biz/clear-pathways-acupuncture-and-wellness-san-francisco	415-971-7166	Yes		Acupuncture, Herbal Therapy and Supplements, Tui Na, Abdominal Massage, Cupping, Moxabustion, Gua Sha	
34	Community Acupuncture Works	34		No Response		https://www.caworks.org/		Mission	37	San Francisco	1	San Francisco	22	2889 A 24th St, San Francisco, CA 94110, USA	https://www.yelp.com/biz/community-acupuncture-works-san-francisco-3	4158610104	No	info@caworks.org	Acupuncture, Cupping	
35	Compass Rose Acupuncture	35		No Response		http://compassrosesf.com/		Union Square	68	San Francisco	1	San Francisco	22	490 Post St Suite 450, San Francisco, CA 94102	https://www.yelp.com/biz/compass-rose-acupuncture-san-francisco	415-494-7722	Yes	j@compassrosesf.com	Acupuncture and Chinese Medicine, Corporate Wellness, Facial Rejuvenation, Cupping	
36	Conscious Chiropractic & Acupuncture	36		No Response		http://www.consciouschiro.com/		Financial District	21	San Francisco	1	San Francisco	22	220 Montgomery St #305, San Francisco, CA 94104	https://www.yelp.com/biz/conscious-chiropractic-and-acupuncture-san-francisco-2	415.677.9900	Yes	admin@consciouschiro.com	Chiropractic Treatment, Acupuncture, Massage Theraphy, TMJ Treatment, Laser Treatment	
37	Dan Tian Wellness & Natural Medicine	37		Verified		http://www.dantianwellness.com/		The Haight	67	San Francisco	1	San Francisco	22	638 Stanyan St., ​San Francisco, CA 94117	https://www.yelp.com/biz/dan-tian-wellness-and-natural-medicine-san-francisco	415-668-1880	Yes	Info@DanTianWellness.com	Acupuncture & Traditional Chinese Medicine, Bodywork & ​Manual Therapies, Custom Rx ​Herbal Medicine, Nutrition & ​Wellness Coaching, Community Classes, Workshops, Events, Reconnective Healing &​ The Reconnection	
38	Daniel Ng Acupuncture	38	No			http://www.danielhealing.com/		Inner Richmond	26	San Francisco	1	San Francisco	22	4444 Geary Blvd., Suite 211 San Francisco, CA 94118	https://www.yelp.com/biz/daniel-ng-phd-lac-daniel-ng-acupuncture-clinic-san-francisco	(415) 386-7169	Yes		Acupuncture, Cupping, Massage Theraphy	
39	Body Mind Spirit Medicine	39		Verified		http://www.bodymindspiritmedicine.com/		Mission Bay	38	San Francisco	1	San Francisco	22	728 Bryant Street @ 5th St, San Francisco, CA 94107	https://www.yelp.com/biz/debora-silverman-lac-body-mind-spirit-san-francisco	415 882 9988	Yes	debora@bodymindspiritmedicine.com	Herbal Theraphy, Dietary Theraphy, Acupuncture, Moxabustion, Acutonics, Cupping, Facial Rejuvenation	
40	Dennis McGrath Acupuncture	40		Verified		http://www.dennismcgrathacupuncture.com/		Nob Hill	41	San Francisco	1	San Francisco	22	2000 Van Ness Avenue, Suite 706, San Francisco, CA, 94109	https://www.yelp.com/biz/dennis-mcgrath-acupuncture-san-francisco	(415) 567-5601	Yes	mcgrath.acupuncture@gmail.com	Acupressure/Acupuncture Ccombination Treatment, Passive Exercise Machine Treatment	
41	Chicken Soup Chinese Medicine	41	No	No Response		https://www.chickensoupchinesemedicine.com/		Dogpatch, Potrero Hill	15, 51	San Francisco	1	San Francisco	22	2325 3rd Street, Suite 342 San Francisco, CA 94107	https://www.yelp.com/biz/chicken-soup-chinese-medicine-san-francisco-2	(415) 861-1101	Yes		Acupuncture, Chinese Herbal Medicine, Nutritional Supplements, Dietary Counseling, Complex Consultations, Comprehensive Healing Programs, Therapeutic Massage	
42	Double Happiness Health	42		Pending		http://www.doublehappinesshealth.com/		Mission	37	San Francisco	1	San Francisco	22	1501 Mariposa St, Potrero Hill San Francisco, CA	https://www.yelp.com/biz/double-happiness-health-san-francisco	415-255-2252	No	INFO@DOUBLEHAPPINESSHEALTH.COM	Acupuncture, Herbal Medicine, Massage Therapy	
43	Driftwood Acupuncture & Wellness	43		No Response		https://www.driftwoodacu.com/		Marina, Cow Hollow	35, 13	San Francisco	1	San Francisco	22	3727 Buchanan Street San Francisco CA 94123	https://www.yelp.com/biz/driftwood-acupuncture-and-wellness-san-francisco	415.570.1527	Yes	anita@driftwoodacu.com	Acupuncture, Facial Rejuvenation Acupunture, Tui Na Massage, Herbal Medicine Cosultation	
44	Earth and Air Wellness	44		Pending		http://earthandairwellness.com/		Pleasant Hill	48	East Bay	4	Pleasant Hill	18	140 Gregory Lane, Pleasant Hill, CA	https://www.yelp.com/biz/earth-and-air-wellness-pleasant-hill-5	(925) 280-6026	No	info@earthandairwellness.com.	Acupuncture, Moxabustion, Cupping, Pediatric, Herbal Medicine, Nutrition	
45	East Bay Acupuncture & Natural Medicine	45		No Response		https://www.ebacupuncture.com/		Berkeley	4	East Bay	4	Berkeley	4	2346 Stuart Street Berkeley, CA 94705	https://www.yelp.com/biz/east-bay-acupuncture-and-natural-medicine-berkeley	(510) 457-8886	No	info@ebacupuncture.com	Acupuncture, Manual Therapy, Herbs & Supplements, Stop Smoking Program, 14-Day Cleanse 	
46	East-West Integrative Medicine Clinic (Bernal Heights)	46		Pending		https://eastwestsf.com/		Bernal Heights	6	San Francisco	1	San Francisco	22	406 Cortland Ave San Francisco, CA 94110	https://www.yelp.com/biz/east-west-bernal-san-francisco-2	(415) 585-1990	No	info@eastwestsf.com	Acupuncture, Pediatric Acupuncture, Massage, Specialized Bodywork, Chiropractic, Functional Medicine, Arvigo® Mayan Techniques, Integrative Wellness Counseling, Physical Therapy, NeuroMuscular Reprogramming, Alexander Technique, Private Yoga Sessions, Tibetan Kunye Massage	
47	East-West Integrative Medicine Clinic (Glen Park)	47		Pending		https://eastwestsf.com/		Glen Park	23	San Francisco	1	San Francisco	22	605 Chenery Street, Suites B + C San Francisco, CA 94131	https://www.yelp.com/biz/east-west-integrative-medicine-clinic-san-francisco-3	(415) 585-1990	No	info@eastwestsf.com	Acupuncture, Pediatric Acupuncture, Massage, Specialized Bodywork, Chiropractic, Functional Medicine, Arvigo® Mayan Techniques, Integrative Wellness Counseling, Physical Therapy, NeuroMuscular Reprogramming, Alexander Technique, Private Yoga Sessions, Tibetan Kunye Massage	
48	Elliott Acupuncture 	48		No Response		www.elliottacupuncture.com		Redding	53	North Bay	3	Redding	20	1257 West St. Redding, CA 96001	https://www.yelp.com/biz/elliott-acupuncture-redding	(530)243-5230	No	JohnGElliott@gmail.com	Acupuncture, Chinese Herbal Medicine, Moxibustion, Cupping & Gua Sha	
49	Embrace Health	49		No Response		http://www.embracehealth.org/		Marina, Cow Hollow	35, 13	San Francisco	1	San Francisco	22	2400 Greenwich Street, Cow Hollow San Francisco, CA	https://www.yelp.com/biz/embrace-health-san-francisco	(415) 440-4494	Yes	reception@embracehealth.org	Chiropractic Care, Acupuncture, Massage, Pilates	
50	Enliven Health and Wellness (Oakland)	50		No Response		www.enlivenhealth.org		Oakland	44	East Bay	4	Oakland	16	440 Grand Ave, #401, Oakland, CA 94610	https://www.yelp.com/biz/bethany-richardson-lac-oakland	(510) 388-6077	Yes	info@enlivenhealth.org	Acupunture, Chinese Herbal Medicine, Yoga Session, Nutrition	
51	Enliven Health and Wellness (San Francisco)	51		No Response		www.enlivenhealth.org		Financial District	21	San Francisco	1	San Francisco	22	582 Market St, #314, San Francisco, CA 94104 	https://www.yelp.com/biz/bethany-richardson-lac-san-francisco-4	510.388.6077	Yes	info@enlivenhealth.org	Acupunture, Chinese Herbal Medicine, Yoga Session, Nutrition	
52	Eric Kerr Acupuncture	52		No Response		http://erickerr.wixsite.com/acupuncture		Duboce Triangle	18	San Francisco	1	San Francisco	22	2148 Market Street, Castro San Francisco, CA	https://www.yelp.com/biz/eric-kerr-acupuncture-san-francisco	(415) 637-2183	Yes	erickerr@me.com	Acupuncture, Ear Acupuncture Detox, Cupping Massage, Gua Sha (friction massage), Acupressure, Facial Rejuvenation, Moxibustion, Electro-Stimulation (e-stim), Medicinal Herbs	
53	Evoke Wellness Center	53		No Response		http://www.evokewellnesswithin.com/		Pleasanton	49	East Bay	4	Pleasanton	19	1020 Serpentine Lane, Suite 115, Pleasanton, CA	https://www.yelp.com/biz/evoke-wellness-center-pleasanton-2	(925) 953-8653	Yes	Christina@EvokeWellnessWithin.com	Intuitive Mentoring with Reiki , Reiki Treatments and Reiki Training, Acupuncture, Chinese Herbs, Meditation Classes, Medical Qi Gong	
54	Fertile Spring Acupuncture	54		No Response		https://santacruzfertilityacupuncture.com/		Santa Cruz	58	South Bay	2	Santa Cruz	27	1500 Graham Hill Road, Suite A, Santa Cruz, CA 95060	https://www.yelp.com/biz/fertile-spring-reproductive-acupuncture-santa-cruz-2	(831) 515-8571	Yes	tara@fertilespring.com	Wellness Acupuncture, Pregnancy Acupuncture, Fertility Acupuncture	
55	Five Pins Project	55		No Response		http://fivepinsproject.com/		Mission	37	San Francisco	1	San Francisco	22	491A Guerrero Street, Mission San Francisco, CA	https://www.yelp.com/biz/five-pins-project-san-francisco	(415) 504-2656	No	FIVEPINSPROJECT@GMAIL.COM	Chiropractic, Fitness, Birth, Massage, Spiritual and Body Positive Life Coach	
56	Flourish Healing Arts	56		No Response		https://www.flourishhealingarts.com/		Fairfax	20	North Bay	3	Fairfax	9	29 Bolinas Road Fairfax, CA, 94930	https://www.yelp.com/biz/heather-moore-lac-fairfax	(510) 282 8466	Yes	heathermariamoore@gmail.com	Women's Wellness, Conception, Pregnancy, Labor Induction	
57	Golden Point Acupuncture	57		No Response		https://www.goldenpointacupuncture.com/		Lower Pacific Heights	33	San Francisco	1	San Francisco	22	2146 B. Sutter Street, San Francisco, CA, 94115	https://www.yelp.com/biz/golden-point-acupuncture-san-francisco	415-730-2454	Yes	info@goldenpointacupuncture.com	 Acupuncture, Herbal Medicine, Polychromatic Light & Sound Frequency Therapy, Qi Gong & Meditation, Nutrition, Moxibustion, Cupping, Gua Sha	
58	Heaven Qi & Earth	58		No Response		http://hq-e.com/		Marina, Cow Hollow, Presidio	35, 13, 52	San Francisco	1	San Francisco	22	2906 Lyon Street San Francisco, CA 94123	https://www.yelp.com/biz/heaven-qi-and-earth-san-francisco	(415) 440-5070	Yes	info@hq-e.com	Acupuncture, Cupping, Electro-Acupuncture, Herbal Medicine, Moxibustion	
59	House of Qi	59	No	No Response		http://www.houseofqi.com/		Bernal Heights	6	San Francisco	1	San Francisco	22	10 Eugenia Avenue San Francisco, CA 94110	https://www.yelp.com/biz/house-of-qi-san-francisco	415.626.6189	No		Acupuncture, Qi Gong, Chinese Herbal Medicine	
60	Integral Body	60		No Response		http://integralbody.com/		Mission	37	San Francisco	1	San Francisco	22	3150 18th st. suite 445 San Francisco, CA 94110	https://www.yelp.com/biz/integral-body-san-francisco-4	(415) 550-8444	Yes	info@integralbody.com	Chinese Medicine, Acupuncture, Cupping, Gua Sha, Tui Na, Herbal Medicine, Shiatsu, Facial Rejuvenation, Healing with Seasons	
61	Japan Town Acupuncture & Oriental Medicine	61	No	No Response		http://www.japantown-acupuncture.com/english/index.html		Lower Pacific Heights, Japantown	34, 29	San Francisco	1	San Francisco	22	1581 Webster St, San Francisco, CA 94115	https://www.yelp.com/biz/japan-town-acupuncture-and-oriental-medicine-san-francisco	415-922-2100	Yes	info@japantownacupuncture.com		
62	Jennifer Carino Acupuncture	62		Pending		http://jennifercarino.com/		Union Square	68	San Francisco	1	San Francisco	22	946 Leavenworth St, Nob Hill San Francisco, CA	https://www.yelp.com/biz/jennifer-carino-lac-san-francisco-2	(415) 377-8655	Yes	jen@jennifercarino.com	Acupuncture Treatment, Cosmetic Acupuncture, Emergency Session, Abdominal/Weight Loss Acupuncture, Fertility Treatment, Phone Consult	
63	Jenny Johnston Acupuncture	63	No	Pending		www.jennyjohnstonlac.com		Santa Cruz	58	South Bay	2	Santa Cruz	27	320 River Street, Santa Cruz, CA 95060	https://www.yelp.com/biz/jenny-johnston-l-ac-dipl-om-santa-cruz	831-535-3785	Yes		Acupuncture & Electro-Acupuncture, Chinese & Western Botanical Medicine, Therapeutic Medical Massage, Lifestyle & Nutrition Counseling, Moxibustion, Cupping Therapy, Gua Sha, Magnetotherapy, Doula, House Calls	
64	Johanna Utter Acupuncture	64		No Response		www.johannautteracupuncture.com		Davis	13	North Bay	3	Davis	8	622 E. 8th Street Davis, CA 95616	https://www.yelp.com/biz/johanna-utter-l-ac-davis	(530) 757-2064	Yes	Johanna@JohannaUtterAcupuncture.com	Acupuncture Treatment, Chinese Herbal Formulas, Danzan Ryu Restorative Therapy, Spiritual Direction	
66	Johnson You Acupuncture	66	No	No Response		http://www.johnsonyouacupuncture.com/		Inner Richmond	26	San Francisco	1	San Francisco	22	245 Clement St. San Francisco, CA 94118	https://www.yelp.com/biz/johnson-you-lac-san-francisco-2	415-387-9738	Yes		Acupuncture, Chinese Herbal Theraphy, Cupping, Moxibustion, Tui Na Massage	
68	Kristen Sparrow Acupuncture	68		Pending		http://www.ksparrowmd.com/		Nob Hill	41	San Francisco	1	San Francisco	22	2000 Van Ness, Ste 310 San Francisco, CA 94109	https://www.yelp.com/biz/kristen-sparrow-md-san-francisco-3	415-775-0117	Yes	collinssparrow@cs.com	Acupuncture, Facial Rejuvenation	
69	LAC Health Center	69		Pending		http://www.lachealthcenter.com/		Financial District	21	San Francisco	1	San Francisco	22	98 Battery Street, Financial District San Francisco, CA	https://www.yelp.com/biz/lac-health-center-san-francisco	(415) 994-1569	Yes	chineselac@gmail.com	Acupuncture,  Chinese Traditional Manipulative Therapy	
70	Larson Acupuncture	70		Pending		http://larsonacupuncture.com/		Marina, Cow Hollow	35, 13	San Francisco	1	San Francisco	22	3727 Buchanan St #204 San Francisco, CA 94123	https://www.yelp.com/biz/larson-acupuncture-san-francisco	(415) 658-5871	Yes	larsonacupuncture@gmail.com	Chinese Medicine, Maya Abdominal Theraphy, Pregnancy, Acupuncture	
71	Lion's Heart Wellness	71		No Response		http://www.lionsheartwellness.com/		San Rafael	56	San Francisco	1	San Francisco	22	3150 18th St, Suite 202, Mission San Francisco, CA	https://www.yelp.com/biz/lions-heart-san-rafael-2	415-366-6708	Yes	LionsHeartWellness@gmail.com	Intuitive Chinese Medicine, Cosmetic Acupuncture, Permanent Makeup	
72	Lokahi Acupuncture	72		No Response		http://lokahiacupuncture.com/		Willow Glen	72	South Bay	2	San Jose	23	259 Meridian Ave, Santa Clara County San Jose, CA	https://www.yelp.com/biz/lokahi-acupuncture-san-jose	(408) 279-9001	No	frontdesk@lokahiacupuncture.com	Acupuncture, Herbal Medicine	
73	Lydia Akhzar Acupuncture	73		No Response		http://sfherbalmedicine.com/		Financial District	21	San Francisco	1	San Francisco	22	220 Sansome St. Suite 990 San Francisco, CA 94104	https://www.yelp.com/biz/lydia-akhzar-lac-san-francisco	415.299.1426	Yes	thepeoplesacupuncture@gmail.com	Acupuncture, Full-service herbal pharmacy	
75	Malia King Acupuncture	75		No Response		http://mkingacupuncture.com/		Union Square	68	San Francisco	1	San Francisco	22	500 Sutter St, Suite 908 San Francisco, CA 94108	https://www.yelp.com/biz/malia-king-acupuncture-san-francisco-2	(415) 305-8584	Yes	malia@mkingacupuncture.com	Acupuncture, Herbal Medicine, Nutritional Counseling, Cold Laser Therapy, BioMat Therapy, Electro-acupuncture, Moxibustion, Cupping, Gua Sha	
76	Mama Lounge	76		No Response		www.mamaloungesf.com		Lower Pacific Heights	33	San Francisco	1	San Francisco	22	2001 Pine Street, San Francisco, CA 94115	https://www.yelp.com/biz/mama-lounge-sf-san-francisco	415-857-3228	No	info@mamaloungesf.com	Acupuncture, Massage, Women's Circles	
77	Many Lives Chinese Medicine	77		No Response		manylivescm.com		Redwood City	54	South Bay	2	Redwood City	21	499 Seaport Court, Suite 101, Redwood City, CA	https://www.yelp.com/biz/many-lives-chinese-medicine-redwood-city	650-366-4299	No	manylivesfront@gmail.com	Acupuncture, Herbal Medicine, Massage	
78	Marin Family Acupuncture	78		No Response		www.marinfamilyacupuncture.com		San Rafael	56	North Bay	3	San Rafael	25	908 E St, San Rafael, CA 94901	https://www.yelp.com/biz/marin-family-acupuncture-san-rafael	(415) 608-5890	No	Kenji@MarinFamilyAcupuncture.com	CranioSacral Theraphy, Herbal Medicine, Fertility and Women's Health, Pain Relief	
79	Marinwood Community Acupuncture	79		No Response		www.marinwoodcommunityacupuncture.com		San Rafael	56	North Bay	3	San Rafael	25	7 Mt. Lassen Drive Suite B136 San Rafael, CA 94903	https://www.yelp.com/biz/marinwood-community-acupuncture-san-rafael	415.518.6191	Yes	Ryan@MarinwoodCommunityAcupuncture.com	Acupuncture, Herbal Medicine, Sports Medicine, Women's Health, Pain Relief	
80	Maureen Rozenn Acupuncture	80		Verified		http://acupuncturesantacruz.net/		Santa Cruz	58	South Bay	2	Santa Cruz	27	845 Cedar Street Santa Cruz, CA 95060	https://www.yelp.com/biz/maureen-rozenn-lac-daom-faborm-santa-cruz	(831) 426-1093	Yes	Office@AcupunctureSantaCruz.net	Structural Acupunture, Integrative Medicine, Women's Health	
82	Michelle Graves Acupuncture	82		No Response		www.michelle-graves.com		Financial District	21	San Francisco	1	San Francisco	22	30 Hotaling Place, Lower Level San Francisco, CA 94111	https://www.yelp.com/biz/michelle-graves-ms-l-ac-faborm-san-francisco	415.677.4447	Yes	mgraves.lac@gmail.com	Acupuncture, Cupping, Herbal Medicine, Fertility	
